business_id,name,city,state,latitude,longitude,stars,review_count,categories
Wp00OyUSqwCjmbS94Epugg,Erasable,Tampa,FL,27.9771816,-82.4852065,4.5,77,"Laser Hair Removal, Tattoo Removal, Skin Care, Health & Medical, Body Contouring, Beauty & Spas, Doctors, Medical Spas, Permanent Makeup, Hair Removal"
cXPI_zMAr_LdCND8PMw2nA,StandOut Resumes,Philadelphia,PA,39.9533355,-75.1659303,5.0,37,"Professional Services, Editorial Services, Web Design, Marketing, Career Counseling"
BartDNNQqfuah6MPqLruvQ,Metro Laser CoolSculpting MedSpa,Philadelphia,PA,39.9538607,-75.1603386,4.0,46,"Skin Care, Beauty & Spas, Threading Services, Hair Removal, Laser Hair Removal, Medical Spas, Health & Medical"
aI4U_up2tV6hNrqQNuKuqw,Massage Envy - Citrus Park,Tampa,FL,28.0648431,-82.5808057,3.5,27,"Reflexology, Skin Care, Physical Therapy, Day Spas, Massage, Beauty & Spas, Health & Medical, Massage Therapy"
i3R9OGtGhJ3avW2w5ucKxw,Willingboro Family Dental,Willingboro,NJ,40.0529777,-74.8903805,1.5,20,"Dentists, Endodontists, Oral Surgeons, General Dentistry, Health & Medical"
0vxd_Kg74TOFgBhhG6q-fw,Tampa Floats Wellness Center,Tampa,FL,28.0789326,-82.506105,5.0,41,"Medical Spas, Beauty & Spas, Health & Medical, Naturopathic/Holistic, Saunas, Doctors, Massage, Float Spa"
QzKSR0scGVoalYUrVgOzBg,Kung Fu Dim Sum,Havertown,PA,39.9872904,-75.309285,4.0,115,"Traditional Chinese Medicine, Health & Medical, Asian Fusion, Restaurants, Shanghainese, Thai, Seafood, Dim Sum, Cantonese, Chinese"
zhUFx2fd7S0DxKSQJ2J4SA,Lux Nails & Wax,Riverview,FL,27.913546,-82.349813,3.0,46,"Nail Salons, Health & Medical, Hair Removal, Weight Loss Centers, Medical Spas, Waxing, Beauty & Spas"
BSug9XekNWu2om7mEEEF8w,LaserAway,Tucson,AZ,32.3247425,-110.9299968,4.0,23,"Health & Medical, Hair Removal, Beauty & Spas, Body Contouring, Doctors, Laser Hair Removal, Tattoo Removal"
mUF8mQAtcUr08axqAkTF2Q,The Joint Chiropractic,Tampa,FL,27.929863,-82.5067021,4.0,29,"Health & Medical, Chiropractors"
qSfMtSjPN0iP16sotw1Bng,America's Best Contacts & Eyeglasses,Tampa,FL,28.085654,-82.506225,2.0,25,"Health & Medical, Optometrists, Doctors, Eyewear & Opticians, Shopping, Ophthalmologists"
CTvOidAcbsTaZKhOFmh1Tg,"Louis P. Bucky, MD, FACS",Philadelphia,PA,39.9463987756,-75.1538623712,4.5,32,"Beauty & Spas, Plastic Surgeons, Doctors, Cosmetic Surgeons, Health & Medical, Ear Nose & Throat, Medical Spas, Body Contouring"
3XmdE3xmJBO_uNhAEGvH2Q,FuWa Foot Massage,Tucson,AZ,32.3561767,-111.1134317,4.0,20,"Massage, Health & Medical, Beauty & Spas, Reflexology"
vD3V58GNoC6_8x2y-sfjwg,Best Day Massage,Nashville,TN,36.143832,-86.812375,3.5,26,"Health & Medical, Reflexology"
3nlKbI1503tTWMSnJk1gqw,LensCrafters,Langhorne,PA,40.183021,-74.882226,2.0,20,"Shopping, Optometrists, Eyewear & Opticians, Health & Medical, Ophthalmologists, Doctors"
k8gBMJK0BPBj17YBBicfXA,Academic Alliance in Dermatology,Tampa,FL,27.995451,-82.575755,3.0,30,"Hair Removal, Beauty & Spas, Dermatologists, Medical Spas, Laser Hair Removal, Doctors, Health & Medical, Medical Centers"
sct6pVdhIg7Fpc3zE7eA0A,"Gregg Welsh, Oral & Maxillofacial Surgery",Santa Barbara,CA,34.4397524,-119.7513563,3.0,21,"Dentists, Oral Surgeons, General Dentistry, Doctors, Health & Medical, Pediatric Dentists"
PuPRPHuGlOVhCdTcKUvS0A,Center for Women's Health - Langhorne,Langhorne,PA,40.1851414411,-74.8866359409,2.0,37,"Doctors, Acupuncture, Nutritionists, Health & Medical, Obstetricians & Gynecologists"
STkeCwfhd1eH17HpEuRQXQ,Visionworks Renaissance Square,Clearwater,FL,27.9558232,-82.78813,4.0,28,"Health & Medical, Shopping, Eyewear & Opticians, Optometrists"
cmcG99RsQFS7uqEoYdLRoQ,Dental Arts of South Jersey,Voorhees,NJ,39.843456,-74.97895,3.5,21,"Health & Medical, Dentists, Oral Surgeons, General Dentistry, Periodontists, Cosmetic Dentists, Orthodontists, Pediatric Dentists"
hTCAEgP0I5OMwY6fCaJOzQ,Great Grins Children's Dentistry,Tucson,AZ,32.2714939,-110.908462,5.0,20,"Dentists, Health & Medical, Pediatric Dentists, General Dentistry, Cosmetic Dentists"
SSDFdt8SkZswZWJ9urp8rA,LensCrafters,Santa Barbara,CA,34.4381591,-119.7495026,3.0,72,"Health & Medical, Optometrists, Doctors, Eyewear & Opticians, Shopping, Ophthalmologists"
VwUF4rK91afO5POQd0NE0w,Skin NV,Tampa,FL,27.937829,-82.5046934,5.0,73,"Beauty & Spas, Medical Spas, Skin Care, Health & Medical, Dermatologists, Hair Removal, Doctors, Laser Hair Removal"
XD7EU4Vw_0OQYydrRSqwtg,Paul Rubin's Chiropractic and Wellness Center,Philadelphia,PA,39.951027252,-75.1658233228,4.5,28,"Massage, Massage Therapy, Health & Medical, Naturopathic/Holistic, Beauty & Spas, Doctors, Chiropractors, Nutritionists, Home Health Care, Physical Therapy"
vlDYgM-673VagZcAQqs7ng,Happy Feet Foot & Body Massage,Fishers,IN,39.9282188191,-86.0238345619,3.5,24,"Reflexology, Massage, Massage Therapy, Beauty & Spas, Health & Medical"
lsAl8Pk8w_XG-p3bTXGKiA,Cottage Children's Medical Center,Santa Barbara,CA,34.4299471592,-119.7233820528,3.0,82,"Medical Centers, Community Service/Non-Profit, Pediatricians, Health & Medical, Doctors, Local Services, Hospitals"
DTmJ2MjNe9QML3LZXpudvQ,Southern Arizona Urgent Care,Oro Valley,AZ,32.347963,-110.9764168,4.5,52,"Urgent Care, Health & Medical, Medical Centers, Doctors, Family Practice, Internal Medicine"
nlerxD2tZB9UQEzNOAk4tg,Total Access Urgent Care,Town and Country,MO,38.5971947,-90.4834223,4.5,50,"Laboratory Testing, Urgent Care, Health & Medical, Medical Centers, Diagnostic Services, Diagnostic Imaging"
q2rXU6MMiOB3n0_P9gcufA,Visionworks King of Prussia Mall,King of Prussia,PA,40.089401,-75.386032,2.0,21,"Optometrists, Shopping, Health & Medical, Eyewear & Opticians"
ntEi9WT4ugo7B8I_VetA3w,Ideal Image Reno,Reno,NV,39.46616,-119.784329,3.0,33,"Health & Medical, Hair Removal, Beauty & Spas, Medical Spas, Laser Hair Removal, Body Contouring"
qQR0RSq3szHJ9m-sqVxpxQ,Saint Mary's Fitness Center,Reno,NV,39.5316728,-119.8197456,4.0,57,"Fitness & Instruction, Massage, Active Life, Beauty & Spas, Health & Medical, Swimming Pools, Gyms"
gd22TmYLmbrgW6XEkffvHQ,Paleo on the Go,Largo,FL,27.8846825,-82.7207297,4.0,30,"Restaurants, Health & Medical, Food Delivery Services, Health Markets, Specialty Food, Nutritionists, American (New), Food, Do-It-Yourself Food"
5sye5EkCo4McAngcCd6NpA,Body Calm,Meridian,ID,43.6409515,-116.3705463,5.0,20,"Trainers, Health & Medical, Skin Care, Massage, Yoga, Massage Therapy, Fitness & Instruction, Beauty & Spas, Active Life"
rkMeRyyrMz14PitipAW6qw,TGH Urgent Care powered by Fast Track,Riverview,FL,27.8346023859,-82.3281559534,3.0,47,"Urgent Care, Family Practice, Laboratory Testing, Medical Centers, Health & Medical, Diagnostic Services, Doctors, Walk-in Clinics, Diagnostic Imaging"
uJtL2WqZq3J262QneKWjrg,Great Basin Orthopaedic,Reno,NV,39.4444784,-119.746149,3.5,61,"Doctors, Health & Medical, Orthopedists, Physical Therapy, Sports Medicine"
m1oQGgTHWza2rNtT8I5pUQ,The Joint Chiropractic,Sparks,NV,39.5340039,-119.7179617,3.5,43,"Chiropractors, Health & Medical"
ysX-QFS7b5d4P_LgmrtM8A,Paradise Foot Spa - Saint Petersburg,Saint Petersburg,FL,27.7907144,-82.7348897,4.5,44,"Day Spas, Massage, Health & Medical, Massage Therapy, Beauty & Spas, Reflexology"
Zd3ZqEBf-7pA3ymLvxpeMg,Complete Health Partners at Nashville West,Nashville,TN,36.1354377189,-86.8869786103,4.0,22,"Medical Centers, Urgent Care, Walk-in Clinics, Health & Medical"
aiN3up6j2ajGgs4XdFP9gw,Medcheck,Carmel,IN,39.9631432182,-86.1567097414,2.5,20,"Health & Medical, Urgent Care"
TsEPJq3emhEj3flfZSbJ6Q,MyEyeDr,Newtown,PA,40.2339533137,-74.9430246679,3.0,20,"Health & Medical, Eyewear & Opticians, Shopping, Optometrists"
w7jVSNaeWrFHhUM36rhlSw,Riverside Village Pharmacy,Nashville,TN,36.204813,-86.723586,5.0,25,"Vitamins & Supplements, Health & Medical, Health Coach, Drugstores, Nutritionists, Shopping, Pharmacy"
asNlBmEyCd7QCfRL_YLPQw,The Good Feet Store,New Orleans,LA,29.930254,-90.0760744,4.5,21,"Fashion, Health & Medical, Shoe Stores, Shopping, Orthotics"
yw89PcL4mEcwyldFCNI44g,Essentials Massage & Facials of Trinity,Trinity,FL,28.194863,-82.63746,4.0,58,"Day Spas, Waxing, Beauty & Spas, Skin Care, Massage Therapy, Hair Removal, Massage, Estheticians, Health & Medical, Cryotherapy"
1l3SWEIN4l0XQS9PIIBYug,Kodawari Studios,Tampa,FL,27.931414,-82.509731,5.0,51,"Massage Therapy, Beauty & Spas, Massage, Health & Medical, Active Life, Chiropractors, Fitness & Instruction, Yoga"
711A9edz8xeJ0LLZAMhZmw,Edmondson Pike Family Practice & Walk-in Clinic,Nashville,TN,36.0461834,-86.7443873,4.0,33,"Medical Centers, Doctors, Family Practice, Health & Medical"
MZxZ_mY4Lw4s4kQLUf-4QQ,"Samuel Chacon,MD - Women's Health Center of Reno",Reno,NV,39.5046015,-119.8161411,2.5,25,"Health & Medical, Obstetricians & Gynecologists, Doctors"
3ITQFzCEeBoG-gDvhi2hBA,Taiji AcuCare,Springfield,PA,39.914233,-75.348276,4.5,57,"Health & Medical, Massage Therapy, Traditional Chinese Medicine, Tui Na, Reflexology, Beauty & Spas, Acupuncture, Massage"
lvV8nlpLcTADBni2tSSv7g,"Dentistry in Paradise-Kevin Miller, DDS",Santa Barbara,CA,34.4377205,-119.808172,5.0,39,"Periodontists, Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"
mwpMW-qd6aVTTTjtacqwZQ,Skin Cancer & Dermatology Institute,Reno,NV,39.4909228,-119.8040528,3.5,74,"Doctors, Medical Centers, Beauty & Spas, Makeup Artists, Dermatologists, Health & Medical, Medical Spas, Skin Care, Cosmetic Surgeons"
p7gVlQmWSfkUVWS00UELPw,Hand & Stone Massage and Facial Spa,Cherry Hill,NJ,39.921513,-75.03887,3.0,51,"Health & Medical, Massage, Day Spas, Medical Spas, Beauty & Spas, Skin Care"
zJFmjlqNhsgvv27StpGXWQ,Doylestown Health - Doylestown Hospital,Doylestown,PA,40.30569,-75.146335,3.0,55,"Medical Centers, Doctors, Emergency Medicine, Hospice, Health & Medical, Cardiologists, Retirement Homes, Hospitals, Emergency Rooms"
_YBgImn_2DXiNzQ3TpgiMw,Tennessee Women's Care,Nashville,TN,36.1550482,-86.8035954,2.5,37,"Health & Medical, Obstetricians & Gynecologists, Medical Centers, Doctors"
FPmqKtSS2cNXUMLLb9A8yg,Oracle Modern Dentistry and Orthodontics,Tucson,AZ,32.2859834,-110.9747402,4.0,47,"Cosmetic Dentists, Health & Medical, General Dentistry, Oral Surgeons, Orthodontists, Dentists"
Nwe1G3wYxllexkDOk1tY-Q,Southern Arizona Urgent Care,Tucson,AZ,32.2494319,-110.8518926,4.0,40,"Health & Medical, Doctors, Urgent Care, Internal Medicine, Family Practice, Medical Centers"
IaqDpHScbazN5_I4Tt4Z3w,The Joint Chiropractic,Brandon,FL,27.9222679,-82.3273264,4.0,22,"Health & Medical, Chiropractors"
ph9uoHrs90yk7YRp5OmYeg,Healthy Smiles Dentistry,Reno,NV,39.4297822,-119.7544938,4.5,54,"Health & Medical, General Dentistry, Dentists, Pediatric Dentists, Endodontists, Cosmetic Dentists"
e7mHCIRv0nHyXHvQMwqBRQ,The Looking Glass,St. Petersburg,FL,27.7711852,-82.6647963,4.0,41,"Arts & Entertainment, Professional Services, Health & Medical, Spiritual Shop, Shopping, Reiki, Souvenir Shops, Life Coach, Supernatural Readings"
luuBsXoVspG189QEnF7NKA,Tampa Lice Removal,Tampa,FL,28.0249323,-82.5246719,5.0,25,"Elementary Schools, Hair Salons, Gyms, Dance Schools, Active Life, Fitness & Instruction, Beauty & Spas, Dermatologists, Education, Local Services, Health & Medical, Specialty Schools, Lice Services, Doctors, Child Care & Day Care"
eCs_kHmwPDzxrZL9Sm1aTg,LensCrafters,Springfield,PA,39.915114,-75.333451,3.0,24,"Doctors, Shopping, Eyewear & Opticians, Optometrists, Health & Medical, Ophthalmologists"
r9EKBr0KP8aVGXxwbk1qsw,Labcorp,Nashville,TN,36.09839,-86.6773,2.0,29,"Laboratory Testing, Diagnostic Services, Health & Medical"
Mg1b-6BjqQEiaGAw20FTHw,Inject Beauty,Philadelphia,PA,39.9500233,-75.1675812,2.5,31,"Health & Medical, Laser Hair Removal, Beauty & Spas, Hair Removal, Shopping, Medical Spas, Cosmetics & Beauty Supply"
fDDi5L0gXLrvHAX2HDFiDw,AVA Wellness,Philadelphia,PA,39.9545945227,-75.1644638926,3.5,30,"Massage, Health & Medical, Day Spas, Massage Therapy, Beauty & Spas, Medical Spas"
bSDJgG7LlRQNRG3ILIXgpA,Ochsner Hospital for Children,Jefferson,LA,29.9613521,-90.1456771,2.5,49,"Health & Medical, Pediatricians, Doctors, Hospitals"
8f7Yr5VsXzdeecwE4VJwGw,CPAP & More,Sparks,NV,39.5373004,-119.7337587,4.5,25,"Medical Supplies, Health & Medical, Shopping, Home Health Care"
vuRrmFkoFWEIRV8Sa6EYcw,Lee's Store,Tucson,AZ,32.2058023,-110.9029143,4.0,25,"Shopping, Wigs, Cosmetics & Beauty Supply, Hair Salons, Hair Extensions, Health & Medical, Beauty & Spas"
OMat-LKN3hHMHvqOqoagqg,Jefferson Torresdale Hospital,Philadelphia,PA,40.071728,-74.983126,2.0,52,"Health & Medical, Medical Centers, Hospitals"
nN6h_q7gxPRDAfpTbqdVMw,Amara Dental - Cherry Hill,Cherry Hill,NJ,39.9153329,-75.0117852,3.0,25,"General Dentistry, Dentists, Health & Medical, Oral Surgeons, Pediatric Dentists, Cosmetic Dentists"
-SL4pxguo0YQlEcOFZLEGQ,GymMatrix,New Orleans,LA,29.9160710956,-90.1129317284,4.5,21,"Active Life, Fitness & Instruction, Trainers, Weight Loss Centers, Gyms, Health & Medical"
r-yYfxNziSkC3INJ2s2hlA,Ultimate Image Cosmetic Medical Center,Clearwater,FL,28.0429368,-82.7390367,4.0,54,"Beauty & Spas, Cosmetics & Beauty Supply, Health & Medical, Medical Spas, Shopping"
bYT3qZmeWJ42h_yQKIEnJw,Absolute Dental,Sparks,NV,39.5823101,-119.7445494,2.5,36,"Oral Surgeons, Health & Medical, General Dentistry, Cosmetic Dentists, Dentists"
85OGHNqylmD_OPj0SrJVWg,Virtua W Jersey Hospital-Voorhees-Emergency Dept,Voorhees Township,NJ,39.841452,-74.926927,2.5,28,"Health & Medical, Hospitals"
hWNwKN2a39qbCOiO0_JGoQ,Massage Solutions,Reno,NV,39.438855,-119.75548,5.0,41,"Reflexology, Massage, Beauty & Spas, Health & Medical, Massage Therapy"
kHg8VbmOf-ckFDTq6eH6mQ,Tai Chi Foot Massage,Pinellas Park,FL,27.838875,-82.696763,4.5,31,"Reflexology, Massage, Beauty & Spas, Health & Medical"
IJ8Typa6BGckVuh1jhjy4w,The Spa Terme Di Aroma,Philadelphia,PA,39.9511292,-75.1455831,4.5,197,"Beauty & Spas, Reflexology, Skin Care, Day Spas, Massage Therapy, Health & Medical, Massage"
vtNIq3iaE9IAxIfW0uGDYQ,Usf Health,Tampa,FL,27.9371612973,-82.4594127759,2.5,29,"Medical Centers, Health & Medical, Doctors, Ear Nose & Throat"
FJaTierDJxsT8XxCrrfCug,Pennsylvania Optometrics,Philadelphia,PA,40.0420543,-75.2263264,4.5,34,"Eyewear & Opticians, Shopping, Optometrists, Health & Medical"
7WCLt_Ap_JgXIY1OV_fX8Q,Powerhouse Gym Athletic  Club,Tampa,FL,27.997207103,-82.4962202288,3.5,34,"Active Life, Nutritionists, Fitness & Instruction, Boot Camps, Weight Loss Centers, Health & Medical, Gyms, Trainers"
MaXfnPQ48w36kTXGc7i09Q,Renown Regional Medical Center,Reno,NV,39.5262397444,-119.7953060286,3.0,240,"Health & Medical, Medical Centers"
Lq147ItxgPdnionOPjWulw,Avia Spa,Indianapolis,IN,39.9043753,-86.0856834,4.0,42,"Massage, Health & Medical, Day Spas, Reflexology, Skin Care, Nail Salons, Beauty & Spas"
3lHqHuxZq1-R-aVWpot7RQ,Petchalonis Dental & Associates,Philadelphia,PA,39.949436,-75.176327,4.0,24,"Dentists, Oral Surgeons, Endodontists, Beauty & Spas, General Dentistry, Teeth Whitening, Health & Medical, Dental Hygienists"
vw1fI9K3bIB18rCwp8owag,Infinity Laser Hair Removal & Skin Rejuvenation,Clayton,MO,38.6533534,-90.3397492,5.0,37,"Hair Removal, Laser Hair Removal, Health & Medical, Medical Spas, Skin Care, Beauty & Spas, Acne Treatment"
EJktBvw2JasKy7LQv1Izwg,First Glimpse Ultrasound,Tucson,AZ,32.3449367,-111.011935,4.0,21,"Baby Gear & Furniture, Shopping, Diagnostic Imaging, Diagnostic Services, Health & Medical"
hPqOZy9kbt0USiapnNm9qQ,Santa Barbara Cottage Hospital,Santa Barbara,CA,34.42963985,-119.72366745,2.5,46,"Health & Medical, Hospitals, Emergency Rooms"
t04gOC90y-QgymxUSXwK-w,Advanced ENT Sinus Center,Reno,NV,39.426055874,-119.7524708882,3.5,21,"Radiologists, Health & Medical, Ear Nose & Throat, Surgeons, Doctors"
Lq0g_QceWkx_spQyzyTwIw,The Woodhouse Day Spa - Carmel,Carmel,IN,39.9587366989,-86.1162789744,4.0,66,"Day Spas, Massage, Beauty & Spas, Massage Therapy, Health & Medical, Skin Care"
ukgDEb5yhHOoAz_lnzgeEQ,CVS Pharmacy,Reno,NV,39.5302,-119.8324449432,2.5,33,"Pharmacy, Convenience Stores, Health & Medical, Cosmetics & Beauty Supply, Drugstores, Food, Beauty & Spas, Shopping"
dhnyUCOVn7iH4WrtYptuLw,Envision Eyecare Center,Tucson,AZ,32.2848054,-110.9810584,4.5,44,"Optometrists, Eyewear & Opticians, Health & Medical, Shopping"
CaVQLG1eqn0zVu3gcpiqrQ,Indy Laser,Carmel,IN,39.962269,-86.12996,4.5,28,"Skin Care, Medical Spas, Beauty & Spas, Laser Hair Removal, Tattoo Removal, Doctors, Hair Removal, Health & Medical"
ZYGs-1MZHiQZOYLNGJ6rAw,Rubs Massage Studio - Wrightstown,Tucson,AZ,32.2502334,-110.8256295,4.0,22,"Massage Therapy, Health & Medical, Massage, Hair Removal, Skin Care, Waxing, Beauty & Spas"
7U4j_CQ7SkRf6VjYKTPqsQ,Live Well Holistic Health Center - Dr. Martin Orimenko,Ardmore,PA,40.0072207723,-75.2901613265,4.5,24,"Health & Medical, Chiropractors, Naturopathic/Holistic, Doctors, Beauty & Spas, Massage, Massage Therapy, Acupuncture, Nutritionists"
oVicxIlbt7b6c7q5pBusOA,Oasis,Indianapolis,IN,39.8687798416,-86.1187315732,3.0,27,"Beauty & Spas, Health & Medical, Local Services, Massage, Physical Therapy"
uySZsXxR0pStL_8tDZSt-Q,Elements Massage,Boise,ID,43.612175,-116.2750057,3.0,21,"Beauty & Spas, Massage Therapy, Health & Medical, Massage"
IqhkYrxvJCpYIhbO4pr-Ug,Elegant Smiles,Havertown,PA,39.970049,-75.300593,4.0,21,"Dentists, General Dentistry, Health & Medical, Periodontists, Cosmetic Dentists"
VC3HG0L6EPtWCxc7N-ZApg,Downtown Dental,Nashville,TN,36.1660449,-86.777125,4.5,53,"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"
3JhKbYckmOW85_Cw529erA,Restore Spa,Philadelphia,PA,39.949545,-75.1681451,4.0,47,"Beauty & Spas, Health & Medical, Skin Care, Massage, Reflexology"
FEXF9pRAG9ARkvSJ5eU3_A,OrthoIndy Northwest,Indianapolis,IN,39.9084202,-86.267459,3.0,33,"Urgent Care, Health & Medical, Physical Therapy, Orthopedists, Doctors"
zCowVbESD9TSMdgBd1HzdQ,Gynecology Specialists of Philadelphia,Philadelphia,PA,39.939117,-75.15759,3.5,42,"Obstetricians & Gynecologists, Laser Hair Removal, Doctors, Hair Removal, Beauty & Spas, Nutritionists, Health & Medical"
-Fm05tmJz_10qOkL6JAsmw,Monroe Carell Jr Children's Hospital at Vanderbilt,Nashville,TN,36.1393441,-86.8024197,3.5,28,"Health & Medical, Hospitals"
2YowFoVtjOiZftrCldUyWA,Fit-Flavors,Saint Louis,MO,38.628205,-90.340526,4.0,46,"Caterers, Event Planning & Services, Dietitians, Live/Raw Food, Food, Health & Medical, Gluten-Free, Restaurants, Health Markets, Food Delivery Services, Specialty Food, Nutritionists"
pr1JMoeFATVuS-Or41snqQ,Essentials Massage & Facials South Tampa,Tampa,FL,27.9239573,-82.5166878,4.0,104,"Beauty & Spas, Skin Care, Day Spas, Health & Medical, Massage, Reflexology"
zLF72sJLRcQUAw6V_Nwfwg,M.C. Spa & Nail Bar,Harvey,LA,29.9051839,-90.0686914,3.5,34,"Health & Medical, Beauty & Spas, Massage Therapy, Day Spas, Nail Salons"
emKL4VTapyVvJ-zOeZTz4A,Nashville Skin Company,Nashville,TN,36.125591,-86.805757,4.0,49,"Waxing, Hair Removal, Skin Care, Beauty & Spas, Health & Medical, Eyelash Service, Medical Spas"
PUr2bCJnVj-BUsPmJYTVTg,Relax Massage,Boise,ID,43.6239444,-116.2118304,4.5,26,"Reflexology, Massage, Beauty & Spas, Health & Medical"
E-OOG8C1YvPvAGSCIRipgQ,"Adobe Gastroenterology, PC",Tucson,AZ,32.2537998,-110.8826269,3.5,31,"Gastroenterologist, Doctors, Medical Centers, Health & Medical"
I5lj81G2GtS3Jt9JJRThlQ,The Good Feet Store,Reno,NV,39.4661946,-119.7843689,3.0,20,"Shoe Stores, Health & Medical, Fashion, Shopping, Orthotics"
3MhXH3AldjwYaHciv6wSmA,Massage Green SPA - Santa Barbara,Santa Barbara,CA,34.4024575,-119.72424,4.0,186,"Skin Care, Massage Therapy, Saunas, Health & Medical, Medical Spas, Beauty & Spas"
NBwAFvrYAhX0KrqO64OUUw,Grin Dentistry,Fishers,IN,39.9367109,-86.0144207,4.5,22,"Cosmetic Dentists, Periodontists, General Dentistry, Dentists, Health & Medical"
RoVD34YDu7pJjXrFQNhQ8w,America's Best Contacts & Eyeglasses,Springfield,PA,39.914369,-75.34654,2.5,25,"Eyewear & Opticians, Optometrists, Shopping, Ophthalmologists, Doctors, Health & Medical"
-gUWjjws4u95dLuulwyqGg,OPT-ISM,Tampa,FL,27.93265,-82.506751,4.5,42,"Health & Medical, Shopping, Eyewear & Opticians, Optometrists"
VeQDoCQmur6VG8TMvyzYUQ,Boost FitClub,Nashville,TN,36.0759627473,-86.9192808374,4.0,20,"Active Life, Fitness & Instruction, Gymnastics, Health & Medical, Trainers, Recreation Centers, Yoga, Restaurants, Pilates, Gyms, Nutritionists, Sports Clubs, Medical Centers"
0_PeeilTHSMuWQby19igOQ,Publix,St. Petersburg,FL,27.769134,-82.636405,3.0,60,"Food, Grocery, Health & Medical"
8VSBmZjGTA1AXbsPQNcA6Q,Empirical Point Acupuncture,Philadelphia,PA,40.0754252,-75.2082497,5.0,20,"Acupuncture, Traditional Chinese Medicine, Health & Medical"
tUqUrOYYsHTo4MznMjjrTw,Ona Skincare,Nashville,TN,36.1743134,-86.7506104,5.0,30,"Skin Care, Laser Hair Removal, Health & Medical, Medical Spas, Beauty & Spas, Hair Salons, Eyelash Service, Hair Removal, Waxing"
EPGHeGQc8qs2sLL92P3Eng,7th Sense Wellness & Massage,New Orleans,LA,29.920782,-90.098509221,4.5,42,"Health & Medical, Hair Removal, Beauty & Spas, Massage Therapy, Day Spas, Massage, Skin Care, Waxing"
TEeVMT8UQYMHwnN81ANY_A,Happy Foot Spa,Tampa,FL,27.9444323,-82.5029889,4.0,59,"Day Spas, Reflexology, Massage, Beauty & Spas, Health & Medical, Massage Therapy"
eP0K-8MYBWki11BB9ttTFw,Brandon Eye Associates,Brandon,FL,27.9291239,-82.2915084,2.5,24,"Health & Medical, Optometrists, Doctors, Ophthalmologists"
82BEr5Vk1h4tIZAiA6IPGw,"Janet M Ross, MD",New Orleans,LA,29.926793,-90.092708,4.5,27,"Doctors, Obstetricians & Gynecologists, Health & Medical"
DJoc4zGsi-SNlLWynWeZQQ,Newtown Athletic Club,Newtown,PA,40.2236558,-74.9109288,3.0,76,"Active Life, Trainers, Party & Event Planning, Gyms, Health & Medical, Dietitians, Yoga, Event Planning & Services, Pilates, Fitness & Instruction"
BYPzwOBsZZzuWYkOCAyllw,Tucson Orthopedic Institute,Tucson,AZ,32.3180854,-111.0109454,2.0,47,"Orthopedists, Doctors, Health & Medical"
1DewiaShwLKlSFJbu3glPw,Stratman Family Dentistry,Tucson,AZ,32.2313357,-110.8585599,2.5,21,"General Dentistry, Health & Medical, Dentists"
ec-_TxTiZFPfBdNj_qfwMg,Brow Spa Galleria,Saint Louis,MO,38.6355448,-90.3460414,3.0,32,"Day Spas, Beauty & Spas, Hair Removal, Health & Medical, Medical Spas"
PNQOVf9_e4kac3zysUeXZA,ShopRite of Parkside,Parkside,PA,39.9795455,-75.2248381,3.5,35,"Grocery, Pharmacy, Food, Health & Medical, Beer, Wine & Spirits"
aIDRH4eKKBV0Je_W4y83sw,Nutrishop,Santa Barbara,CA,34.4403188562,-119.7515594111,4.5,48,"Health & Medical, Vitamins & Supplements, Shopping, Health Markets, Food, Specialty Food"
uhS66zfaNEJjHEyU69wDEA,Orthodontic Partners,Reno,NV,39.4300308,-119.7533392,4.5,21,"Health & Medical, Dentists, Orthodontists"
QfbesAieYWYX8vMDLrVsiw,Active Health Spine & Sport,Reno,NV,39.51366,-119.80721,5.0,30,"Sports Medicine, Health & Medical, Chiropractors, Doctors"
dGoN9c8FFgelSbzSW99wJQ,Bala Eye Care,Bala Cynwyd,PA,40.016225,-75.228987,4.0,31,"Optometrists, Health & Medical, Ophthalmologists, Shopping, Doctors, Eyewear & Opticians"
reygP9o3_AfPfvnxtcrHLA,Jj's Spa,Brownsburg,IN,39.8433956,-86.3974381,3.0,20,"Massage Therapy, Beauty & Spas, Reflexology, Massage, Health & Medical"
sMDAoDuM-2TNXu009WFSpA,Ardmore Eye Care,Ardmore,PA,40.0083082327,-75.2915631141,4.5,22,"Ophthalmologists, Eyewear & Opticians, Medical Centers, Shopping, Optometrists, Health & Medical, Doctors, Laser Eye Surgery/Lasik"
B9Cv-DjHb1fZJ1drcsCREA,Mid-City Smiles,New Orleans,LA,29.9719673,-90.0961916,4.5,71,"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry, Orthodontists"
yNsMcSaJUpmo-R2PwK-GUw,Phloat,Philadelphia,PA,39.9484914,-75.1612338,4.5,20,"Health & Medical, Float Spa, Beauty & Spas, Health Retreats, Medical Spas, Hotels & Travel"
PBUXT2uQF50-fE7CnpIA9g,Sahuarita Modern Dentistry,Green Valley,AZ,31.9103217312,-110.9814261088,3.5,31,"General Dentistry, Cosmetic Dentists, Oral Surgeons, Health & Medical, Orthodontists, Dentists"
